"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000151466",0.19973416647962,0.0160485156447185,0.686459225388694,0.0233786874021999,0.981348205348973,0.999991084508475
"ENSG00000151468",0.560159749500229,-0.22370924327825,0.330175401105555,-0.677546669222435,0.498059170069903,0.999991084508475
"ENSG00000151470",0.0799376965844708,0.0756427409378945,1.59132585714188,0.047534413268288,0.962087303502569,0.999991084508475
"ENSG00000151474",0.914801247813478,-0.169977111835546,0.279329240992743,-0.608518861940278,0.542843399909464,0.999991084508475
"ENSG00000151490",0.0668332850775874,0.0445937631692184,1.6830538640863,0.0264957433156352,0.978861928750738,0.999991084508475
"ENSG00000151498",0.189117103707065,0.0975728599361495,0.60091796293856,0.162373012547348,0.87101212166964,0.999991084508475
"ENSG00000151500",0.537844521288153,0.63573750048045,0.326115840785866,1.94942232474346,0.0512450106084243,0.999991084508475
"ENSG00000151502",2.41030871719058,-0.253751911809273,0.170302181965638,-1.49000975137519,0.136221671956107,0.999991084508475
"ENSG00000151503",0.203011282141727,-0.0239040932499711,0.593009144142553,-0.0403098223460527,0.967846123045218,0.999991084508475
"ENSG00000151532",0.225654255202913,-0.244493178477913,0.62218918149201,-0.39295633185331,0.694351734405328,0.999991084508475
"ENSG00000151552",0.240000041528565,-0.279106481640438,0.543133674678002,-0.513881747078022,0.60733466976051,0.999991084508475
"ENSG00000151553",0.258021721909805,0.0185029590942851,0.625882631399403,0.0295629854001772,0.976415585773486,0.999991084508475
"ENSG00000151576",0.0461452915536091,-0.241271542665095,2.90403444884741,-0.0830815015850978,0.933786734584561,0.999991084508475
"ENSG00000151611",0.186365868694646,0.235390055997605,0.743508256453668,0.316593735112441,0.751551890094103,0.999991084508475
"ENSG00000151612",0.203595991498845,-0.319272353996577,0.687597641374685,-0.464330205319305,0.64241118639129,0.999991084508475
"ENSG00000151617",0.28476550229537,-0.0611575326700479,0.448335726747555,-0.136410125317726,0.891497069653918,0.999991084508475
